id	element	context	subject	predicate_label	predicate_uri	object_label	object_uri
/SeriesCatalog/ValueType	/dataTable/attribute	SeriesCatalog	ValueType				
/SeriesCatalog/TimeSupport	/dataTable/attribute	SeriesCatalog	TimeSupport				
/SeriesCatalog/TimeUnitsName	/dataTable/attribute	SeriesCatalog	TimeUnitsName				
/SeriesCatalog/DataType	/dataTable/attribute	SeriesCatalog	DataType				
/SeriesCatalog/GeneralCategory	/dataTable/attribute	SeriesCatalog	GeneralCategory				
/SeriesCatalog/MethodCode	/dataTable/attribute	SeriesCatalog	MethodCode				
/SeriesCatalog/MethodDescription	/dataTable/attribute	SeriesCatalog	MethodDescription				
/SeriesCatalog/SourceCode	/dataTable/attribute	SeriesCatalog	SourceCode				
/SeriesCatalog/Organization	/dataTable/attribute	SeriesCatalog	Organization				
/SeriesCatalog/SourceDescription	/dataTable/attribute	SeriesCatalog	SourceDescription				
/SeriesCatalog/Citation	/dataTable/attribute	SeriesCatalog	Citation				
/SeriesCatalog/QualityControlLevelCode	/dataTable/attribute	SeriesCatalog	QualityControlLevelCode				
/SeriesCatalog/BeginDateTime	/dataTable/attribute	SeriesCatalog	BeginDateTime	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	date and time of measurement	http://purl.dataone.org/odo/ECSO_00002043
/SeriesCatalog/EndDateTime	/dataTable/attribute	SeriesCatalog	EndDateTime	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	date and time of measurement	http://purl.dataone.org/odo/ECSO_00002043
/SeriesCatalog/BeginDateTimeUTC	/dataTable/attribute	SeriesCatalog	BeginDateTimeUTC	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	date and time of measurement	http://purl.dataone.org/odo/ECSO_00002043
/SeriesCatalog/EndDateTimeUTC	/dataTable/attribute	SeriesCatalog	EndDateTimeUTC	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	date and time of measurement	http://purl.dataone.org/odo/ECSO_00002043
/SeriesCatalog/ValueCount	/dataTable/attribute	SeriesCatalog	ValueCount				
/Qualifiers	/dataTable	dataset	Qualifiers				
/Qualifiers/QualifierCode	/dataTable/attribute	Qualifiers	QualifierCode				
/Qualifiers/QualifierDescription	/dataTable/attribute	Qualifiers	QualifierDescription				
/script	/otherEntity	dataset	script	is about	http://purl.obolibrary.org/obo/IAO_0000136	analysis code	http://purl.dataone.org/odo/ECSO_00002489
